"country","year","pop_growth","gdp_growth","age_0_14","age_15_64","age_65_plus","primary_enrollment","secondary_enrollment","educational_attainment","income_level","pop_total","gdp_real"
"Andorra",2014,-1.95667320426838,2.50446552114518,15.4739140458657,71.665513921098,12.8605720330363,88.2352905273438,91.8740692138672,96.5299987792969,"High income",73737,2750436142.73572
"Andorra",2022,1.69676808598242,9.56461225648184,12.6560441628505,72.3750078414152,14.9689479957343,90.147346496582,97.4890365600586,99.1500015258789,"High income",79705,3170696511.92972
"Andorra",2016,0.00969831319383994,3.70967806978986,15.093895250168,71.8882262075463,13.0178785422858,90.1719436645508,94.2090682983398,96.5199966430664,"High income",72181,2893376871.7235
"Andorra",2015,-2.14248382559065,1.43414039522716,15.3186418837939,71.755561251706,12.9257968645001,88.9553527832031,92.5457992553711,96.4599990844727,"High income",72174,2789881258.50362
"Angola",2021,3.18132259995095,1.19921052145153,44.9092503744813,52.3460455098597,2.74470411565894,88.8339920043945,52.5437698364258,74.3047637939453,"Lower middle income",34532429,82375341952.5616
"Angola",2015,3.60507162233632,0.943571561325001,45.2743037648043,52.0344151201028,2.69128111509288,119.14225769043,NA,43.405158996582,"Lower middle income",28157798,90496420506.5957
"Angola",2019,3.38788422184303,-0.702272957616017,45.1127665227853,52.1792554940819,2.70797798313284,NA,NA,70.0272979736328,"Lower middle income",32375632,86262880684.9456
"Angola",2014,3.73272806660513,4.82255926962156,45.2258854448141,52.0696201188262,2.70449443635977,NA,NA,44,"Lower middle income",27160769,89650503847.7041
"Antigua and Barbuda",2021,0.546161676855974,8.1917184618173,18.8437340956589,70.877324064148,10.2789418401932,NA,NA,90.0956573486328,"High income",92349,1484148566.07947
"Armenia",2017,-0.432038450211669,7.50000000164144,20.4716971584721,68.1111272919884,11.4171755495395,101.619812011719,NA,99.3600006103516,"Upper middle income",2979400,11367527508.1135
"Armenia",2015,-0.305729335573084,3.19999999896625,20.1142347563611,68.961951131008,10.923814112631,102.382690429688,85.793701171875,99.4599990844727,"Upper middle income",3004600,10553337518.414
"Armenia",2019,-0.219168932037313,7.59999999853918,20.3005780187581,67.6540902691366,12.0453317121053,97.3231430053711,93.6171493530273,99.8089141845703,"Upper middle income",2962500,12867495497.6469
"Armenia",2018,-0.349674218173286,5.19999999965324,20.4515725191837,67.836738214504,11.7116892663124,100.061309814453,88.5765686035156,99.8112411499023,"Upper middle income",2969000,11958638938.496
"Armenia",2013,-0.0694662703047376,3.3,19.6515983819432,69.6400159040937,10.7083857139631,99.3458786010742,84.4040374755859,99.7650451660156,"Upper middle income",3022000,9870755064.25618
"Armenia",2016,-0.410212518071397,0.199999999825991,20.3211773361758,68.5339571072627,11.1448655565615,103.061706542969,NA,99.0897674560547,"Upper middle income",2992300,10574444193.4325
"Armenia",2020,-0.0337609726366775,-7.19999999920631,20.1691865055515,67.4875319646095,12.343281529839,96.6205673217773,94.89111328125,99.3399963378906,"Upper middle income",2961500,11941035821.9185
"Armenia",2021,0.0270096898904032,5.80000000065645,20.0488372753343,67.3509680096337,12.600194715032,93.8099975585938,97.3015594482422,99.7677459716797,"Upper middle income",2962300,12633615899.6682
"Armenia",2014,-0.271712284863074,3.60000000058993,19.8849276387873,69.3383433330299,10.7767290281828,100.915573120117,84.9311065673828,99.5871887207031,"Upper middle income",3013800,10226102246.6276
"Armenia",2022,0.2326562627468,12.5999999997766,19.8625625656376,67.2222792072338,12.9151582271286,92.9023818969727,96.8645629882812,99.7420959472656,"Upper middle income",2969200,14225451502.9981
"Australia",2022,1.27269881377618,4.24238555336139,18.2355418743903,64.6894260786269,17.0750320469828,99.1329879760742,133.277267456055,99.5250473022461,"High income",26014399,1587133480804.53
"Australia",2021,0.14089508329287,2.11116814768786,18.4234342046625,64.8273784315574,16.7491873637801,99.9291534423828,135.526565551758,100,"High income",25685412,1522541404227.63
"Australia",2023,2.4474661688131,3.44199220009025,18.0302829475224,64.5856920862796,17.384024966198,NA,NA,99.4919281005859,"High income",26658948,1641762491418.85
"Australia",2020,1.23342825131378,-0.119590735829973,18.5597082418825,65.1015714818381,16.3387202762794,99.9011077880859,137.490737915039,100,"High income",25649248,1491062566266.52
"Australia",2018,1.49599671041328,2.87846971467883,18.7618242578521,65.5972081360588,15.6409676060892,100.398712158203,136.105545043945,100,"High income",24963258,1461119016244.31
"Australia",2019,1.47749071058438,2.17154505737176,18.661163799115,65.3937724215717,15.9450637793133,100.199699401855,144.056564331055,100,"High income",25334826,1492847874023.89
"Australia",2014,1.49156648912847,2.59528411594042,18.9164776713354,66.4491289382527,14.6343933904119,105.461601257324,NA,100,"High income",23475686,1322334997273.41
"Australia",2017,1.64682779735017,2.27959179820343,18.8412690393086,65.7711179415292,15.3876130191621,100.637657165527,153.576126098633,99.7744979858398,"High income",24592588,1420237898460.73
"Australia",2016,1.56194049810399,2.7593859723839,18.8876222294296,65.9615614705209,15.1508163000494,101.180686950684,155.594390869141,100,"High income",24190907,1388583854795.63
"Australia",2015,1.43921665259925,2.19016928695221,18.9031260311403,66.1974159681463,14.8994580007134,101.665489196777,159.110763549805,100,"High income",23815995,1351296372254.31
"Austria",2015,1.12099250236958,1.30352309798889,14.3039101457033,67.234719049435,18.4613708048616,101.104393005371,101.411582946777,100,"High income",8642699,379546097300.633
"Austria",2014,0.781541632525841,0.755799076892799,14.3011125354513,67.3108310981136,18.3880563664351,100.970321655273,101.304809570312,100,"High income",8546356,374662287839.195
"Austria",2017,0.694621103604983,2.27225012037459,14.4153434951617,66.974326831199,18.6103296736393,101.104568481445,100.337898254395,99.9999847412109,"High income",8797566,396388752620.721
"Austria",2020,0.415176731565556,-6.31825528670208,14.3931589250796,66.4370522356064,19.169788839314,101.560852050781,101.690559387207,100,"High income",8916864,387247796564.086
"Austria",2018,0.487071924768999,2.48422086689928,14.4299641791993,66.8074529749847,18.7625828458159,101.370300292969,100.692596435547,100,"High income",8840521,406235924727.366
"Austria",2013,0.589387254692989,-0.250726545926739,14.3738718336399,67.4266821192924,18.1994460470678,100.746078491211,101.173210144043,100,"High income",8479823,371851835102.085
"Austria",2019,0.444673639004876,1.7549764558533,14.422845223827,66.6368554183168,18.9402993578561,101.776290893555,101.543632507324,99.9999847412109,"High income",8879920,413365269561.549
"Austria",2023,0.989464653969154,-0.954962366849259,14.3026357250026,65.5333445996897,20.1640196753077,NA,NA,100,"High income",9131761,423156281454.21
"Austria",2016,1.08139629872802,2.11721967096108,14.3661093998906,67.1339749165576,18.4999156835518,100.428077697754,100.227989196777,100,"High income",8736668,387581921933.047
"Austria",2021,0.435671684056384,4.79532910551458,14.3606656208757,66.1764816581673,19.462852720957,101.644119262695,102.307662963867,100,"High income",8955797,405817602863.188
"Austria",2022,0.956287797076634,5.27789421203715,14.3461537570506,65.8640953229773,19.7897509199721,100.77562713623,101.458000183105,100,"High income",9041851,427236226636.132
"Azerbaijan",2018,0.866316916370841,1.49999999999999,23.7619094314226,69.8692138262529,6.3688767423245,99.7220993041992,108.517936706543,98.4899978637695,"Upper middle income",9939771,52306739842.6194
"Azerbaijan",2016,1.11785721013911,-3.09999988037266,23.7644384698353,70.2891585164324,5.94640301373228,106.431739807129,74.922503925884,98.5,"Upper middle income",9757812,51430872122.2426
"Azerbaijan",2017,0.98126180450475,0.199999938958655,23.9150145766526,69.9448498293551,6.14013559399226,103.294097900391,77.4080343707927,98.5,"Upper middle income",9854033,51533733835.093
"Azerbaijan",2014,1.24820899735588,2.75050681535518,23.0824332493211,71.2018299395149,5.71573681116396,106.05989074707,83.4386600193183,98.5400009155273,"Upper middle income",9535079,52501877459.7444
"Azerbaijan",2015,1.19120985807018,1.09397591627469,23.4529342704953,70.7521032313631,5.79496249814157,106.601486206055,84.8098586425184,98.5100021362305,"Upper middle income",9649341,53076235354.746
"Azerbaijan",2021,0.441197735816311,5.61645102853028,23.1453170471012,69.708000115884,7.14668283701474,97.7304992675781,91.4322891235352,99.5457916259766,"Upper middle income",10137750,54190732985.9123
"Azerbaijan",2013,1.29344702700591,5.80980084268208,22.6562640559765,71.6592530898028,5.68448285422061,100.500450134277,83.1376553563209,98.5299987792969,"Upper middle income",9416801,51096465688.5745
"Azerbaijan",2023,0.120242150339289,1.12397432709641,22.3444393003552,69.64501196768,8.01054873196477,101.979698181152,92.7589111328125,99.9400024414062,"Upper middle income",10153958,57383526259.1424
"Azerbaijan",2019,0.846646726414021,2.50000006743734,23.5467769812991,69.825581884135,6.62764113456588,97.9353485107422,107.899871826172,98.5100021362305,"Upper middle income",10024283,53614408373.9591
"Azerbaijan",2022,0.039507866238038,4.71480236521231,22.7976026739958,69.6758832959182,7.52651403008595,99.8082962036133,90.9729919433594,99.8294906616211,"Upper middle income",10141756,56745718946.4579
"Bahamas, The",2019,0.497339072752345,-1.35726520928898,19.8496482544477,69.3259888845112,10.8243628610412,NA,NA,97.5113296508789,"High income",394675,12030228260.9362
"Bahamas, The",2023,0.477303918283875,2.63905598075102,18.3282616559913,70.1737805755801,11.4979577684286,77.9319305419922,78.757926940918,99.0614395141602,"High income",399440,12404130127.1916
"Bahrain",2018,0.131482303617889,2.05258864979861,19.8433119628372,77.3842993458645,2.77238869129833,98.7649765014648,100.435096740723,87.0199966430664,"High income",1503091,36164044588.1584
"Bahrain",2020,-0.781611308056263,-5.9113629524152,19.8945840303639,76.8265235048484,3.27889246478774,NA,NA,93.0500030517578,"High income",1472204,34724774104.3146
"Bahrain",2017,5.29314527321994,4.95383534123657,19.7793852205979,77.608595170699,2.61201960870313,100.925018310547,101.757507324219,79.6900024414062,"High income",1501116,35436675410.8102
"Bahrain",2016,3.82316300255316,3.81499327422425,20.0882901838551,77.3742239109572,2.53748590518773,102.698867797852,101.839508056641,76.75,"High income",1423726,33764059498.7261
"Bahrain",2022,1.34221960637543,5.98130282177125,19.0789580940866,77.4220895374444,3.49895236846893,92.3441925048828,103.490966796875,90.0400009155273,"High income",1524693,38402659963.6336
"Bahrain",2023,3.37686417721007,2.9807927665851,18.9918807542116,77.3701148429395,3.63800440284889,93.7412872314453,99.7823333740234,89.9100036621094,"High income",1577059,39547363674.0058
"Bangladesh",2022,1.02423384746683,7.09982877575158,28.7700900252928,65.0947523228864,6.13515765182076,117.659457498739,71.8219832597133,64.3487014770508,"Lower middle income",169384897,305629528154.311
"Bangladesh",2014,0.911167733810249,6.0610593588495,31.8063072462316,63.4371252223876,4.75656753138087,NA,NA,48.7900009155273,"Lower middle income",157964929,183145728910.398
"Bangladesh",2021,0.814977993693211,6.93867912442445,29.0745008042507,64.9516858651805,5.97381333056883,115.448180712787,70.2933328560227,60.5699996948242,"Lower middle income",167658854,285368829855.224
"Bangladesh",2018,0.820955197842845,7.31941263014136,29.7445382083272,64.7973177686173,5.45814402305543,112.427695363555,67.4213697322793,58.4000015258789,"Lower middle income",163523103,239111739541.452
"Bangladesh",2019,0.84641125179804,7.88191515117722,29.4761618478294,64.8612797816401,5.66255837053046,NA,67.2209189141778,61.060001373291,"Lower middle income",164913055,257958323968.613
"Bangladesh",2013,0.938408350120779,6.01360565834344,32.4236999110096,62.9494570158261,4.62684307316426,NA,57.9590161381221,47.6199989318848,"Lower middle income",156532141,172679520662.469
"Bangladesh",2015,0.89381937776758,6.55263987816197,31.1823407663365,63.9150578117155,4.90260142194805,NA,62.0312309265137,54.75,"Lower middle income",159383179,195146608978.131
"Bangladesh",2020,0.836310836229073,3.44801755122445,29.2584546885536,64.9064095313604,5.835135780086,118.429237365723,69.0135708627668,62.8699989318848,"Lower middle income",166298024,266852772253.895
"Bangladesh",2017,0.850917315689336,6.59024999794057,30.0763108025382,64.6648001467869,5.25888905067487,109.125360305532,64.8559520731683,57.439998626709,"Lower middle income",162186147,222803809377.443
"Bangladesh",2016,0.892432416039535,7.11347821270093,30.5660498794143,64.3617117778247,5.07223834276104,NA,66.9232483057473,56.2999992370605,"Lower middle income",160811932,209028320490.615
"Barbados",2015,0.230380947989644,-0.846098521356325,19.184200150543,67.8941897559052,12.9216100935517,96.3370819091797,108.281532287598,99.7178039550781,"High income",278990,5288057750
"Barbados",2017,0.204727378663704,0.12844600157031,18.6586049234218,67.8255422581209,13.5158528184573,96.8223114013672,110.007057189941,99.4642486572266,"High income",280171,5389730072.92036
"Barbados",2018,0.192553930005438,-1.17406509373819,18.4394598705784,67.6793351157153,13.8812050137063,97.6479110717773,108.462646484375,99.1719970703125,"High income",280711,5326451133.48749
"Barbados",2016,0.217691837314076,1.79193033431267,18.9089673548583,67.887946065326,13.2030865798156,97.0370712280273,108.478012084961,99.5195922851562,"High income",279598,5382816060.91822
"Barbados",2019,0.176538259610281,0.652585417698418,18.2400896135416,67.4642390405661,14.2956713458923,98.8424072265625,106.328201293945,99.2856674194336,"High income",281207,5361210776.86546
"Belarus",2016,0.0877210878706449,-2.52644643552371,16.4679233905532,68.9918011391333,14.5402754703135,97.3474578857422,97.0480880737305,99.8468475341797,"Upper middle income",9469379,55028586612.0854
"Belarus",2017,-0.109782322950581,2.53218350022975,16.7137340186406,68.4886180343404,14.797647947019,97.40283203125,96.0117721557617,99.8783340454102,"Upper middle income",9458989,56422011402.6863
"Belarus",2019,-0.201786600970723,1.44645547691826,16.9734318649001,67.6546230933346,15.3719450417652,95.6502075195312,94.9205322265625,99.7900009155273,"Upper middle income",9419758,59040672510.7894
"Belarus",2023,-0.540824986374776,3.88624214456901,16.6752836870096,66.2627417811946,17.0619745317958,94.7357864379883,93.5995101928711,99.8727951049805,"Upper middle income",9178298,59501097357.3809
"Belarus",2018,-0.213824206997671,3.14919759375005,16.8691642464038,68.079682439857,15.0511533137392,96.7058029174805,95.4997177124023,99.8845748901367,"Upper middle income",9438785,58198852028.1251
"Belarus",2020,-0.42347525027949,-0.672742950624155,17.0467976281325,67.2194165637181,15.7337858081494,94.4190673828125,95.0074691772461,99.8883666992188,"Upper middle income",9379952,58643480548.472
"Belarus",2021,-0.82823272086807,2.43886212396819,17.0730697578141,66.8571610783922,16.0697691637937,94.5295486450195,95.2133865356445,99.872802734375,"Upper middle income",9302585,60073714183.7453
"Belarus",2022,-0.804228426880244,-4.65839591573591,16.959852885083,66.5333622144506,16.5067849004664,94.7119674682617,94.5358963012695,99.8865585327148,"Upper middle income",9228071,57275242735.7789
"Belgium",2019,0.540461327098122,2.44289006648609,16.8907407765187,64.0794211416653,19.029838081816,102.148559570312,156.635375976562,96.7399978637695,"High income",11488980,494099718421.514
"Belgium",2021,0.411601996532257,6.20255401586081,16.6827638797465,63.8651840723626,19.4520520478909,101.821136474609,143.163513183594,96.8185195922852,"High income",11586195,499595504127.06
"Belgium",2017,0.385228018372369,1.47446765653092,16.9724637381153,64.4426328280277,18.584903433857,102.752861022949,158.670288085938,95.870002746582,"High income",11375158,473426438780.183
"Belgium",2015,0.579446241677791,1.47416438588013,16.9932652552348,64.8430252778753,18.1637094668899,102.243827819824,164.079818725586,95.0699996948242,"High income",11274196,461044767544.531
"Belgium",2013,0.471340143966627,0.30549447856238,16.988535946602,65.2910824069226,17.7203816464754,103.191062927246,161.845886230469,93.0299987792969,"High income",11159407,446464436746.25
"Belgium",2022,0.808165350001861,4.2334318336917,16.5296792082338,63.7031280332457,19.7671927585206,102.176986694336,142.918075561523,96.6435775756836,"High income",11680210,520745539238.467
"Belgium",2014,0.44392928847521,1.76554038203088,16.9983431933238,65.0395058250497,17.9621509816265,103.104873657227,162.421981811523,93.870002746582,"High income",11209057,454346946668.411
"Belgium",2018,0.455184695275022,1.87796857219402,16.9466264692847,64.2447525310394,18.8086209996758,102.500366210938,156.509765625,96.3588638305664,"High income",11427054,482317238512.932
"Belgium",2020,0.430996815099722,-4.79298389726264,16.8003901523617,63.9755896544114,19.224020193227,102.064270019531,151.727508544922,96.8622970581055,"High income",11538604,470417598481.151
"Belgium",2016,0.506300002451376,1.19350263995111,16.9825718062522,64.6607620134318,18.356666180316,102.055862426758,160.689270019531,95.6999969482422,"High income",11331422,466547349016.531
"Belize",2019,1.46284533510266,4.26763689618086,29.4165672053775,66.2083023934209,4.37513040120157,112.805587768555,87.3793334960938,80.8235015869141,"Upper middle income",385829,2271360752.35822
"Belize",2015,2.10144194153298,2.87618379515959,31.8369334302464,64.0869635986563,4.07610297109726,113.607513427734,80.9736709594727,85.371696472168,"Upper middle income",356333,2193050000
"Belize",2016,2.32231207163985,0.0545516535970023,31.1017123428524,64.7671405656627,4.1311470914849,115.647926330566,87.4975967407227,95.777587890625,"Upper middle income",364705,2194246345.03921
"Belize",2017,2.30310203964335,-1.81285354051658,30.4189559795446,65.38666109327,4.19438292718545,114.81812286377,84.7784423828125,86.9781646728516,"Upper middle income",373202,2154467872.48551
"Belize",2014,2.11317688838933,4.03084557750317,32.5414669446654,63.4305612277798,4.02797182755483,112.721199035645,79.9702529907227,95.6384887695312,"Upper middle income",348923,2131737316.74054
"Belize",2020,1.28323598131052,-13.9029100645218,28.8946205523635,66.6198410231019,4.48553842453459,110.308288574219,85.9464797973633,81.4400024414062,"Upper middle income",390812,1955575509.71701
"Belize",2013,2.13397522406827,4.45432600686063,33.2557145658862,62.7488459635802,3.99543947053365,113.438339233398,80.1997528076172,94.391357421875,"Upper middle income",341627,2049139661.32515
"Belize",2021,1.1534704907648,17.7461701205679,28.3162997522427,67.0852024742852,4.59849777347213,105.283950805664,88.7403106689453,86.733039855957,"Upper middle income",395346,2302615266.50756
"Benin",2021,2.59230167510348,7.1554516457574,42.3988645100648,54.5541005696013,3.04703492033387,110.70588684082,46.0770416259766,25.7668399810791,"Lower middle income",13413417,15779238957.7761
"Benin",2019,2.73538842831436,6.86568662848335,42.8769823886765,54.0897463650396,3.03327124628391,112.029891967773,NA,25.6372299194336,"Lower middle income",12726755,14179807375.1016
"Benin",2018,2.8136418840483,6.69725362180888,43.0653989157617,53.9063205647746,3.02828051946374,117.116798400879,NA,33.6718482971191,"Lower middle income",12383347,13268812303.0524
"Benin",2022,2.54740926342667,6.25324491401346,42.1206314865863,54.8168372827197,3.06253123069402,113.04891204834,45.3651695251465,37.6049003601074,"Lower middle income",13759501,16765953415.3733
"Benin",2017,2.88117869411855,5.67156195150444,43.2080154288533,53.7641385473821,3.02784602376455,121.606216430664,NA,20.6630897521973,"Lower middle income",12039780,12435945493.1089
"Bhutan",2017,0.86127488782821,2.08684525771005,25.8193811896446,68.3439508599965,5.83666795035889,99.7384333534538,86.6147003173828,32.3600006103516,"Lower middle income",754335,2422779967.13104
"Bolivia",2017,1.46124572329841,4.1952063010676,31.9477327844666,62.42532837796,5.62693883757342,97.0588989257812,90.6840209960938,63.4199981689453,"Lower middle income",11344587,35850757819.5236
"Bolivia",2018,1.43337090655267,4.22362351118875,31.6221465980233,62.7195359063944,5.65831749558234,97.7159881591797,90.0090026855469,64.7799987792969,"Lower middle income",11508368,37364958855.7283
"Bolivia",2015,1.51686119793977,4.85718723245387,32.6203561511634,61.8000754445988,5.57956840423779,95.8293914794922,91.7968215942383,62.6599998474121,"Lower middle income",11014705,33000198248.1292
"Bolivia",2016,1.48970583998181,4.26392083754456,32.2772200889274,62.1216939737896,5.60108593728302,96.1937713623047,91.8639373779297,63.0499992370605,"Lower middle income",11180020,34407300577.6622
"Bolivia",2014,1.54455877769864,5.46056957461593,32.9798900597052,61.4525672376484,5.56754270264645,96.2360534667969,90.5977325439453,61.25,"Lower middle income",10848888,31471565392.0531
"Bolivia",2019,1.40657823805422,2.21670577750359,31.2971112127176,63.0065128086121,5.69637597867023,98.238639831543,90.0654907226562,68.1999969482422,"Lower middle income",11671386,38193230057.4451
"Bolivia",2021,1.01931284088344,6.11137275205746,30.7897110747146,63.6895244714713,5.5207644538141,98.8565673828125,91.4961090087891,69.3899993896484,"Lower middle income",11937360,36986126769.1183
"Bolivia",2020,1.23396442673807,-8.73788443399127,31.0202276101753,63.326175000896,5.65359738892874,98.6972885131836,90.0048294067383,67.629997253418,"Lower middle income",11816299,34855949753.4171
"Bolivia",2022,1.16425907336882,3.60568038279472,30.4985263912342,64.0223930240519,5.47908058471391,99.5986480712891,91.4673690795898,75.4829025268555,"Lower middle income",12077154,38319728286.388
"Bolivia",2013,1.57374447646261,6.79601142810841,33.3429034063079,61.0995583241264,5.55753826956574,97.7157592773438,89.9264221191406,64.4000015258789,"Lower middle income",10682608,29842021069.1031
"Bolivia",2023,1.37334382280772,3.08196524087036,30.1423997294384,64.307133535789,5.55046673477261,98.9345397949219,92.400520324707,76.1023025512695,"Lower middle income",12244159,39500728992.5704
"Bosnia and Herzegovina",2015,-1.30696713269434,4.31475061116335,14.2790171095089,68.4674654164134,17.2535174740777,91.1704864501953,83.0699996948242,79.870002746582,"Upper middle income",3518541,16404348871.4437
"Bosnia and Herzegovina",2017,-1.28437067954589,3.24410095889466,13.9625205891767,67.6985985141523,18.338880896671,91.3840866088867,84.2743606567383,81.9597015380859,"Upper middle income",3428682,17485647794.2627
"Bosnia and Herzegovina",2014,-1.2829607801223,1.15385109200403,14.485393268513,68.7408428286462,16.7737639028408,89.467658996582,84.6013412475586,78.0500030517578,"Upper middle income",3564829,15725819000.0295
"Bosnia and Herzegovina",2016,-1.30267774814121,3.24225521171914,14.1154787369893,68.1126823098051,17.7718389532056,90.997673034668,82.9606018066406,83.75,"Upper middle income",3473003,16936219727.6767
"Bosnia and Herzegovina",2019,-1.23185506471358,2.88734334414875,13.6840676806954,66.6702435755379,19.6456887437667,90.1631317138672,85.8158111572266,82.1134033203125,"Upper middle income",3345533,18679105433.9912
"Bosnia and Herzegovina",2020,-1.39008469041609,-3.01509514759861,13.5633554432472,66.193927015007,20.2427175417457,88.8544692993164,85.2992401123047,91.4199981689453,"Upper middle income",3299349,18115912632.4361
"Bosnia and Herzegovina",2018,-1.22313569369776,3.82749920546897,13.8188367286684,67.2051520519634,18.9760112193682,90.6376724243164,86.1026916503906,87.6100006103516,"Upper middle income",3387000,18154910824.6593
"Bosnia and Herzegovina",2021,-1.66384860150923,7.38996234012757,13.4819559571421,65.8403513813568,20.6776926615011,88.2447814941406,84.969841003418,90.3940582275391,"Upper middle income",3244907,19454671753.5435
"Bosnia and Herzegovina",2013,-1.62767576055568,2.3498566632458,14.7763039210337,68.9007380238331,16.3229580551331,88.8709106445312,84.7301177978516,76.4316864013672,"Upper middle income",3610859,15546436275.2992
"Bosnia and Herzegovina",2023,-0.617510129445164,2.21112447211205,13.2199167805573,65.1376593252337,21.642423894209,87.2372436523438,84.2911529541016,91.3951187133789,"Upper middle income",3185073,20725333315.9436
"Bosnia and Herzegovina",2022,-1.24363802761194,4.22681101095546,13.3765050071736,65.5202255864793,21.1032694063471,87.8222198486328,85.2915191650391,95.3600006103516,"Upper middle income",3204802,20276983961.3676
"Botswana",2021,1.49130106425067,11.9206365085117,32.5854419461985,63.545526112348,3.86903194145347,93.7229537963867,70.0183868408203,89.253173828125,"Upper middle income",2401441,16560766198.0276
"Botswana",2019,1.42262847077389,3.0322025744566,33.2697635547277,62.8846829208051,3.84555352446718,NA,NA,88.0104141235352,"Upper middle income",2332083,16211987795.536
"Botswana",2022,1.58848021878269,5.48602817797183,32.4232245573215,63.6966233949337,3.88015204774475,96.9256945502565,NA,89.4666442871094,"Upper middle income",2439892,17469294498.1394
"Botswana",2023,1.64031664035479,2.73379817032757,32.2812529167991,63.7490779638862,3.96966911931465,NA,NA,89.9594650268555,"Upper middle income",2480244,17946869751.4987
"Botswana",2020,1.4394103578493,-8.72875252639037,32.8742396899945,63.2353062384254,3.89045407158014,NA,NA,88.6575469970703,"Upper middle income",2365894,14796883501.255
"Brazil",2022,0.360180890872169,3.01669435393015,20.2024769910192,69.5457382256878,10.251784783293,103.970321655273,106.031188964844,85.8099975585938,"Upper middle income",210306415,1899505377653.06
"Brazil",2014,0.806314177734439,0.503955740242247,22.8142776949133,69.5321464348522,7.65357587023447,110.316459655762,102.635528564453,78.5500030517578,"Upper middle income",200085127,1868463501755.79
"Brazil",2023,0.395928695574996,2.90848048667777,19.9359520540445,69.4304164782911,10.6336314676644,NA,NA,85.1365432739258,"Upper middle income",211140729,1954752120905.5
"Brazil",2015,0.791721773592796,-3.54576339269425,22.4022029603472,69.6409897160951,7.95680732355772,109.152183532715,100.920516967773,79.2200012207031,"Upper middle income",201675532,1802212206904.68
"Brazil",2013,0.810511647523289,3.00482266944432,23.2696192059022,69.3600959635388,7.37028483055902,109.945137023926,103.917678833008,77.9400024414062,"Upper middle income",198478299,1859094488365.14
"Brazil",2020,0.579350709708032,-3.2767587964736,20.7566949222876,69.6446402012395,9.59866487647293,105.498199462891,104.125999450684,85.7300033569336,"Upper middle income",208660842,1760056587883.53
"Brazil",2021,0.425360907216456,4.76260437908608,20.4706372304111,69.6182628596073,9.91109990998152,103.4716796875,106.651901245117,86.0299987792969,"Upper middle income",209550294,1843881120012.46
